code,title
"300.2.2 ","Perencanaan Penanggulangan Bencana, Pencarian, dan Pertolongan"
"300.2.2.1 ",Rencana dan standardisasi dan pengawakan dan perbekalan
"300.2.2.2 ","Kurikulum dan silabus, evaluasi dan monitoring"
"300.2.2.3 ","Tenaga pencarian pertolongan,
penyiapan potensi pencarian dan
pertolongan"
"300.2.2.4 ","Permasyarakatan pencarian dan pertolongan, sertifikasi pencarian dan pertolongan"
"300.2.2.5 ","Perencanaan dan standardisasi, penyelenggaraan operasi SAR, Siaga dan latihan, tempat latihan"
300.2.2.6," Registrasi BEACON"
300.2.3," Pencegahan dan Kesiapsiagaan"
"300.2.4 ",Potensi Pencarian dan Pertolongan
"300.2.5 ",Bina Ketenagaan dan Pemasyarakatan
"300.2.5.1 ",Rencana Pendidikan dan Pelatihan
300.2.5.2," Penyiapan tenaga dan potensi Pencarian dan Pertolongan"
"300.2.5.3 ",Pemasyarakatan dan Sertifikasi Pencarian dan Pertolongan
"300.2.5.4 ",Pemasyarakatan Pencarian dan Pertolongan (Sosialisasi dan Penyuluhan)
"300.2.5.5 ",Sertifikasi Pencarian dan Pertolongan
"300.2.6 ",Operasi Pencarian dan Pertolongan
"300.2.7 ",Rencana Pengembangan dan Standardisasi Komunikasi
"300.2.8 ",Operasi Komunikasi
"300.2.8.1 ",Operasi Peralatan Komunikasi (Berita SAR)
"300.2.8.2 ",Operasi Peralatan Deteksi Dini (Berita SAR)
"300.2.8.3 ",Registrasi BEACON
300.2.9," Inventarisasi dan Pemeliharaan"
"400 ",KESEJAHTERAAN RAKYAT
"400.1 ",PEMBANGUNAN DAERAH TERTINGGAL
"400.1.1 ",Kebijakan di bidang Pembangunan Daerah Tertinggal yang dilakukan oleh Pemerintah Daerah
"400.1.2 ",Pembangunan Sumber Daya
400.1.2.1,Fasilitasi Pendidikan ketrampilan Pengembangan Sumber Daya
"400.1.2.2 ",Fasilitasi Kesehatan Pengembangan Sumber Daya
"400.1.2.3 ",Fasilitasi Sumber daya hayati dan Pengembangan Sumber Daya
"400.1.2.4 ","Fasilitasi Mineral, energi dan lingkungan hidup"
"400.1.2.5 ",Fasilitasi Teknologi dan inovasi
"400.1.2.6 ",Koordinasi pelaksanaan kebijakan pengembangan sumber daya
"400.1.2.7 ",Pemantauan dan evaluasi
"400.1.3 ",Peningkatan Infrastruktur
"400.1.3.1 ",Fasilitasi Transportasi peningkatan infrastruktur
"400.1.3.2 ",Fasilitasi Informasi dan Telekomunikasi dalam peningkatan infrastruktur
"400.1.3.3 ",Fasilitasi Sosial dalam infrastruktur
"400.1.3.4 ",Fasilitasi Ekonomi dalam peningkatan infrastruktur
"400.1.3.5 ",Fasilitasi energi dalam peningkatan infrastruktur
"400.1.3.6 ",Koordinasi pelaksanaan kebijakan peningkatan infrastruktur
"400.1.3.7 ",Pemantauan dan evaluasi
"400.1.4 ",Pembinaan Ekonomi dan Dunia Usaha
"400.1.4.1 ",Fasilitasi Invenstasi pembinaan ekonomi dan dunia usaha
"400.1.4.10 ",Monitoring dan evaluasi Ekonomi desa tertinggal
400.1.4.11," Identifikasi dan inventarisasi pengembangan masyarakat dan desa tertinggal"
"400.1.4.12 ",Fasilitasi pengembangan masyarakat dan desa tertinggal
"400.1.4.13 ",Monitoring dan evaluasi Masyarakat tertinggal
"400.1.4.14 ",Fasilitasi Kerja Sama antar Desa
"400.1.4.2 ",Fasilitasi Kelembagaan ekonomi dan dunia usaha
"400.1.4.3 ","Fasilitasi Usaha mikro, kecil dan menengah"
"400.1.4.4 ",Fasilitasi Kemitraan usaha
400.1.4.5," Fasilitasi Pengembangan komoditas unggulan"
"400.1.4.6 ",Koordinasi pelaksanaan kebijakan pembinaan ekonomi dan dunia usaha
"400.1.4.7 ",Pemantauan dan evaluasi
400.1.4.8," Identifikasi dan inventarisasi pengembangan usaha ekonomi perdesaan tertinggal"
"400.1.4.9 ",Fasilitasi pengembangan usaha ekonomi perdesaan tertinggal
"400.1.5 ",Pembinaan Lembaga Sosial dan Budaya
"400.1.5.1 ",Penguatan kapasitas lembaga lokal
"400.1.5.2 ",Penguatan organisasi masyarakat
"400.1.5.3 ",Pemberdayaan masyarakat
"400.1.5.4 ",Kerjasama antar lembaga sosial dan budaya
"400.1.5.5 ",Ketenagakerjaan
"400.1.5.6 ",Koordinasi pelaksanaan kebijakan pembinaan lembaga sosial dan budaya
"400.1.5.7 ",Pemantauan dan evaluasi
"400.1.6 ",Pengembangan Daerah Khusus
"400.1.6.1 ",Fasilitasi pengembangan Daerah perbatasan
"400.1.6.2 ",Fasilitasi pengembangan Daerah rawan konflik dan bencana
400.1.6.3," Fasilitasi pengembangan Daerah Perdesaan"
"400.1.6.4 ",Fasilitasi pengembangan Daerah pulau terpencil dan terluar
"400.1.6.5 ",Fasilitasi pengembangan Wilayah strategis
"400.1.6.6
",Koordinasi pelaksanaan kebijakan pengembangan daerah khusus
"400.1.6.7 ",Pemantauan dan evaluasi
"400.2 ",PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK
"400.2.1 ","Kebijakan di bidang Pemberdayaan Perempuan dan
Perlindungan Anak yang dilakukan oleh Pemerintah
Daerah"
400.2.2," Pengarusutamaan Gender Ekonomi, Politik Sosial dan Hukum"
"400.2.2.1 ",Data gender
400.2.2.2," Advokasi dan fasilitasi"
"400.2.3 ","Perlindungan Perempuan (Kekerasan, Masalah Sosial, Tenaga Kerja, Korban Perdagangan)"
"400.2.3.1 ",Pencegahan Kekerasan terhadap Perempuan
400.2.3.2,Data perlindungan perempuan
"400.2.3.3 ",Advokasi dan fasilitasi
"400.2.3.4 ","Monitoring, evaluasi dan analisa kebijakan perlindungan perempuan"
"400.2.3.5 ",Sistem aplikasi dan jaringan informasi gender
"400.2.3.6 ",Analisis dan penyajian informasi gender
"400.2.3.7 ",Partisipasi publik untuk kesejahteraan ibu
"400.2.4 ","Perlindungan Anak (Hak Sipil, Masalah Sosial, Kekerasan Terhadap Anak, Anak Berkebutuhan Khusus, Anak Berhadapan Dengan Hukum)"
400.2.4.1," Pencegahan Kekerasan terhadap Anak"
400.2.4.2," Data perlindungan anak"
"400.2.4.3 ",Advokasi dan fasilitasi
"400.2.4.4 ","Monitoring, evaluasi dan analisa kebijakan perlindungan anak"
"400.2.4.5 ",Partisipasi publik untuk kesejahteraan anak
400.2.5," Tumbuh Kembang Anak (Pendidikan, Kesehatan, Partisipasi, Lingkungan dan Penanaman Nilai-Nilai Luhur, Pengembangan Kota Layak Anak)"
400.2.5.1," Pemenuhan Hak Anak"
"400.2.5.2 ",Data Klaster Hak Anak
"400.2.5.3 ",Data tumbuh kembang anak
"400.2.5.4 ",Advokasi dan fasilitasi
"400.2.5.5 ","Monitoring, evaluasi dan analisa kebijakan tumbuh kembang anak"
400.2.5.6," Penyelenggaraan parenting pola pengasuhan anak"
"400.2.6 ",Penghargaan terkait gender (Anugerah Parahita Ekapraya/APE)
"400.2.7 ",Penghargaan Kabupaten Layak Anak
"400.2.8 ",Penghargaan Desa Ramah Perempuan Peduli Anak
"400.3 ",PENDIDIKAN
"400.3.1 ",Kebijakan di bidang Pendidikan yang dilakukan oleh Pemerintah Daerah
"400.3.10 ",Pendidik dan Tenaga Pendidik
"400.3.10.1 ",Pendataan dan Pemetaan
400.3.10.2," Uji Kompetensi Guru"
400.3.10.3," Setifikasi Guru"
"400.3.10.4 ",Penilaian prestasi kerja guru dan pengawas sekolah
"400.3.10.5 ",Penghargaan guru dan tenaga kependidikan
400.3.10.6," Peningkatan kesejahteraan guru dan tenaga pendidik"
400.3.10.7,Block grant
"400.3.10.8 ",Bimbingan teknis/sosialisasi
400.3.11," Penilaian Pendidikan"
"400.3.11.1 ",Penilaian Akademik
"400.3.11.2 ",Penilaian Non Akademik
"400.3.11.3 ",Analisis dan Sistem Informasi Penilaian
400.3.12," Data dan Statistik Pendidikan"
"400.3.12.1 ","Data peserta didik, pendidik dan tenaga kependidikan"
"400.3.12.2 ",Data Satuan Pendidikan dan Proses Pembelajaran
"400.3.13 ",Prasarana dan Sarana Pendidikan
"400.3.13.1 ",Prasarana Pendidikan
"400.3.13.2 ",Sarana Pendidikan
"400.3.13.3 ",Monitoring dan Evaluasi
"400.3.2 ","Pendidikan Anak Usia Dini (PAUD) Nonformal, Informal"
"400.3.2.1 ",Bahan Ajar (Alat Permainan Edukatif)
"400.3.2.2 ",Pelatihan Sosial
"400.3.2.3 ",Peringatan Hari anak
400.3.2.4," Block Grant"
"400.3.3 ",Pendidikan Masyarakat
"400.3.3.1 ",Penyelenggaraan Program
"400.3.3.2 ",Penilaian dan pemberian bantuan sosial
"400.3.3.3 ",Pembinaan Program
"400.3.3.4 ",Lomba/Pemberian Penghargaan
"400.3.3.5 ",Pameran
"400.3.3.6 ",Rakor
"400.3.3.7 ",Sosialisasi
"400.3.3.8 ",Sertifikasi dan Akreditasi
"400.3.4 ",Kursus/Pelatihan Pendidik dan Tenaga Pendidik
"400.3.5 ",Pendidikan Dasar dan Menengah Pertama
"400.3.5.1 ","Kurikulum, bahan ajar"
"400.3.5.2 ",Block Grant
"400.3.5.3 ","Pelatihan, Bimtek, sosialisasi,"
"400.3.5.4 ","Lomba, penghargaan, penganugerahan"
"400.3.5.5 ",Bantuan operasional sekolah (BOS)
"400.3.5.6 ",Bantuan Siswa Miskin
"400.3.6 ",Pendidikan khusus/Layanan Khusus
400.3.6.1," Kurikulum, Bahan ajar, alat bantu pembelajaran"
400.3.6.2," Block Grant"
"400.3.6.3 ","Lomba, festival"
400.3.6.4," Sosialisasi, bimtek"
400.3.6.5," Pendataan"
"400.3.6.6 ",Kelembagaan
"400.3.7 ",Pembinaan Pendidik dan Tenaga Pendidik
400.3.7.1," Pendataan dan Pemeetaan"
"400.3.7.2 ",Uji Kompetensi Guru
"400.3.7.3 ",Sertifikasi Guru
"400.3.7.4 ","Penghargaan guru dan tenaga kependidikan

"
"400.3.7.5 ",Peningkatan kesejahteraan guru
400.3.7.6," Sosialisasi, bimtek"
"400.3.7.7 ",Block Grant
400.3.8," Sekolah Menengah Atas"
"400.3.8.1 ",Kurikulum
400.3.8.2," Bahan Ajar"
400.3.8.3," Pelatihan"
"400.3.8.4 ",Block grant
400.3.8.5," Bimbingan teknis/sosialisasi"
400.3.8.6," Lomba, Sayembara, festival"
"400.3.8.7 ",Bantuan operasional Sekolah (BOS)
"400.3.8.8 ",Bantuan siswa miskin
"400.3.9 ",Pendidikan Khusus-Layanan Khusus
"400.3.9.1 ",Bahan ajar
"400.3.9.2 ",Petunjuk Teknis
"400.3.9.3 ",Block grant
"400.3.9.4 ","Sosialisasi, bimtek"
"400.3.9.5 ","Lomba, sayembara, jambore, festival"
400.3.9.6," Kurikulum/bahan pembelajaran"
400.3.9.7," Alat bantu pembelajaran"
"400.3.9.8 ",Pendataan
400.3.9.9," Kelembagaan (Unit kesehatan sekolah, Pendidikan jasmani adaptif, pendidikan inklusi"
"400.4 ",KEOLAHRAGAAN
"400.4.1 ",Kebijakan di bidang Keolahragaan yang dilakukan oleh Pemerintah Daerah
"400.4.10 ",Olahraga Prestasi
"400.4.10.1 ",Daerah
"400.4.10.2 ",Nasional
"400.4.10.3 ",Internasional
"400.4.11 ",Standardisasi dan Infrastruktur Olahraga
"400.4.11.1 ",Standardisasi Keolahragaan
"400.4.11.2 ",Akreditasi dan Sertifikasi Keolahragaan
"400.4.11.3 ",Infrastruktur Olahraga
"400.4.2 ",Pengelolaan Olahraga Pendidikan
400.4.2.1," Olahraga Pendidikan Dasar dan Menengah"
"400.4.2.2 ",Olahraga Pendidikan Tinggi
"400.4.2.3 ",Olahraga Pendidikan Nonformal dan Informal
400.4.3," Pengelolaan Olahraga Rekreasi"
"400.4.3.1 ",Olahraga Massal
"400.4.3.2 ",Olahraga Tradisional
"400.4.3.3 ","Olahraga Petualangan, Tantangan dan wisata
"
400.4.4," Pengelolaan Pembinaan Sentra dan sekolah Khusus Olahraga"
"400.4.4.1 ",Olahraga Pendidikan
"400.4.4.2 ",Olahraga Rekreasi
"400.4.4.3 ",Olahraga Prestasi
400.4.4.4,Sekolah Khusus Olahraga
"400.4.5 ",Pengembangan Olahraga Tradisional dan Layanan Khusus
"400.4.5.1 ",Olahraga Tradisional
"400.4.5.2 ",Layanan Khusus
"400.4.6 ",Kemitraan dan Penghargaan Olahraga
"400.4.6.1 ",Kemitraan Keolahragaan
"400.4.6.2 ",Penghargaan Olahraga
"400.4.7 ",Pembibitan dan IPTEK Olahraga
"400.4.7.1 ",Pembibitan Olahraga
"400.4.7.2 ",Kompetisi
"400.4.7.3 ",IPTEK Olahraga
"400.4.8 ",Peningkatan Tenaga dan Organisasi Keolahragaan
"400.4.8.1 ",Tenaga Keolahragaan
"400.4.8.2 ",Organisasi Keolahragaan
"400.4.9 ",Industri dan Promosi Olahraga
"400.4.9.1 ",Industri Olahraga
"400.4.9.2 ",Promosi Olahraga
"400.5 ",KEPEMUDAAN
"400.5.1 ",Kebijakan di bidang Kepemudaan yang dilakukan oleh Pemerintah Daerah
"400.5.10 ",Kemitraan dan Penghargaan Pemuda
400.5.10.1," Kemitraan"
"400.5.10.2 ",Penghargaan Pemuda
"400.5.2 ",Peningkatan Tenaga dan Sumber Daya Pemuda
"400.5.2.1 ",Penelusuran (Duta Kepemudaan)
"400.5.2.2 ",Pengkajian (Rekomendasi Kepemudaan melalui forum kepemudaan)
"400.5.2.3 ",Pengembangan
"400.5.3 ",Peningkatan Wawasan Pemuda
"400.5.3.1 ",Wawasan Kebangsaan
"400.5.3.2 ",Wawasan Lingkungan
"400.5.3.3 ",Wawasan Sosial dan Hukum
"400.5.4 ",Peningkatan Kapasitas Pemuda
"400.5.4.1 ",Kapasitas Iman dan Taqwa
"400.5.4.2 ",Kapasitas IPTEK
"400.5.4.3 ",Pemanfaatan IPTEK
"400.5.5 ",Peningkatan Kreativitas Pemuda (Pemetaan Kreativitas/seni kepemudaan)
400.5.5.1,Pengkajian
"400.5.5.2 ",Pengembangan
"400.5.5.3 ",Pendayagunaan (fasilitasi)
"400.5.6 ",Kepemimpinan dan Kepeloporan Pemuda
400.5.6.1," Kepemimpinan: Penelusuran, Pengaderan, Pendayagunaan"
"400.5.6.2 ","Kepeloporan Pemuda: Kesukarelawanan. Pengembangan kepedulian, pendampingan"
"400.5.7 ",Kewirausahaan
"400.5.7.1 ",Kelembagaan
"400.5.7.2 ",Pengaderan
"400.5.7.3 ",Perintisan
400.5.8," Organisasi Kepemudaan dan Pengawasan Kepramukaan

"
400.5.8.1,Pemberdayaan Organisasi Kepemudaan: Kelembagaan dan Sumberdaya
400.5.8.2," Pemberdayaan Organisasi Kemahasiswaan: Kelembagaan dan Sumberdaya"
400.5.8.3," Pemberdayaan Organisasi Kepelajaran: Kelembagaan dan Sumberdaya"
"400.5.8.4 ","Pengawasan Kepramukaan: Kelembagaan, Program dan Sumberdaya"
"400.5.9 ",Standardisasi dan Infrastruktur Pemuda
400.5.9.1,Standardisasi
"400.5.9.2 ",Infrastruktur Pemuda
400.6,KEBUDAYAAN
400.6.1," Kebijakan di bidang Kebudayaan yang dilakukan oleh Pemerintah Daerah"
"400.6.2 ",Pelestarian Cagar Budaya dan Permuseuman
400.6.2.1," Registrasi Nasional"
400.6.2.2,Pelindungan
"400.6.2.3 ",Pengembangan dan Pemanfaatan
"400.6.2.4 ",Eksplorasi dan Dokumentasi
"400.6.3 ",Pembinaan Kesenian dan Perfilman
"400.6.3.1 ",Pembinaan Seni Pertunjukan
"400.6.3.2 ",Pembinaan Seni Rupa
"400.6.3.3 ",Pembinaan Seni Literasi dan apresiasi film
"400.6.3.4 ",Dokumentasi dan Publikasi
"400.6.4 ",Sejarah dan Nilai Budaya
"400.6.4.1 ",Sejarah
"400.6.4.2 ",Pemetaan nilai
400.6.4.3," Verifikasi dan Perumusan Nilai"
"400.6.4.4 ",Dokumentasi dan Publikasi
"400.6.4.5 ",Dokumentasi sejarah dan nilai sejarah
"400.6.4.6 ",Publikasi sejarah dan nilai sejarah
"400.6.5 ",Internalisasi Nilai dan Diplomasi Budaya
400.6.5.1," Internalisasi nilai budaya"
"400.6.5.2 ",Kekayaan budaya
"400.6.5.3 ",Warisan budaya nasional dan dunia
400.6.5.4," Diplomasi budaya"
400.7,KESEHATAN
400.7.1," Kebijakan di bidang Kesehatan yang dilakukan oleh Pemerintah Daerah"
"400.7.10 ",Pengendalian penyakit tidak menular
"400.7.10.1 ",Pengendalian penyakit jantung dan pembuluh darah
"400.7.10.2 ",Pengendalian penyakit diabetes melitus dan penyakit metabolik
"400.7.10.3 ",Penyakit kanker
"400.7.10.4 ",Penyakit kronis dan generatif
400.7.10.5," Gangguan akibat kecelakaan dan tindak kekerasan"
"400.7.11 ",Penyehatan lingkungan
"400.7.11.1 ",Penyehatan air dan sanitasi dasar
"400.7.11.2 ",Pemukiman dan tempat umum
"400.7.11.3 ",Kawasan dan sanitasi darurat
"400.7.11.4 ",Higien sanitasi pangan
"400.7.11.5 ","Pengamanan limbah, udara, radiasi"
"400.7.12 ",Pengembangan dan penapisan teknologi pengendalian penyakit dan pengendalian lingkungan
"400.7.13 ",Gizi
"400.7.13.1 ",Gizi makro
400.7.13.2," Gizi mikro"
"400.7.13.3 ",Gizi klinik dan diatetik
"400.7.13.4 ",Konsumsi makanan dan jasa makanan
400.7.13.5," Kewaspadaan gizi"
"400.7.14 ",Kesehatan ibu
"400.7.14.1 ",Kesehatan ibu hamil
"400.7.14.2 ",Kesehatan ibu bersalin dan nifas
"400.7.14.3 ",Kesehatan maternal dengan pencegahan komplikasi
400.7.14.4," Keluarga berencana"
"400.7.14.5 ",Perlindungan kesehatan reproduksi
"400.7.15 ",Kesehatan anak
"400.7.15.1 ",Kelangsungan hidup bayi
"400.7.2 ",Upaya Kesehatan Dasar
"400.7.2.1 ",Pelayanan kedokteran keluarga
"400.7.2.10 ",Penggunaan darah rasional
"400.7.2.11 ","Unit transfusi darah, bank darah rumah sakit dan jejaring pelayanan darah"
400.7.2.12," Pelayanan kesehatan di daerah terpencil, sangat terpencil dan kepulauan"
"400.7.2.13 ",Akreditasi puskesmas
"400.7.2.14 ",Puskesmas berprestasi
"400.7.2.2 ",Praktek klinis dokter di pelayanan kesehatan primer
"400.7.2.3 ",Pelaksanaan kesehatan primer
"400.7.2.4 ",Kesehatan gigi dan mulut di puskesmas
"400.7.2.5 ",Kesehatan gigi dan mulut di rumah sakit
"400.7.2.6 ","ICD 10, Destistry & Stomatology"
"400.7.2.7 ",Infeksi menular lewat transfusi darah
"400.7.2.8 ",Penyakit mulut di tingkat primer
"400.7.2.9 ",Pembiayaan darah
"400.7.3 ",Upaya Kesehatan Rujukan
"400.7.3.1 ",Pelayanan kesehatan rujukan
400.7.3.10," Akreditasi rumah sakit dan fasilitas kesehatan lainnya"
"400.7.3.2 ","Pelayanan kedokteran, organisasi profesi dan konsorsium upaya kesehatan (KUK)"
"400.7.3.3 ",Pelayanan rumah sakit privat
400.7.3.4," Pelayanan kesehatan rumah sakit khusus dan fasilitas pelayanan kesehatan lainnya"
400.7.3.5," Pelayanan kesehatan rumah sakit pendidikan"
400.7.3.6," Pelayanan pasien jaminan kesehatan"
"400.7.3.7 ",Fasilitas pelayanan kesehatan asing dan perdagangan jasa
"400.7.3.8 ",Badan pengawas rumah sakit
400.7.3.9," Perizinan dan penetapan kelas rumah sakit kelas A dan Penanam Modal Asing (PMA)"
"400.7.4 ",Keperawatan dan keteknisian medik
"400.7.4.1 ",Pelayanan Keperawatan Dasar
"400.7.4.2 ",Pelayanan keperawatan profesional di rumah sakit
400.7.4.3," Pelayanan Keperawatan di Rumah Sakit Umum"
400.7.4.4," Pelayanan Keperawatan di Rumah Sakit Khusus"
"400.7.4.5 ",Bina pelayanan kebidanan
"400.7.5 ",Penunjang medik dan sarana kesehatan
"400.7.5.1 ",Mikrobiologi dan imunologi
"400.7.5.2 ",Patologi dan toksilogi
"400.7.5.3 ",Radiologi
"400.7.5.4 ",Perizinan dan sertifikasi
"400.7.5.5 ",Sarana dan prasarana kesehatan
"400.7.5.6 ",Peralatan medis di fasilitas pelayanan kesehatan
"400.7.5.7 ",Aplikasi sarana dan prasarana alat kesehatan
"400.7.6 ",Kesehatan Jiwa
"400.7.6.1 ",Kesehatan jiwa di non fasilitas pelayanan kesehatan
"400.7.6.2 ",Bina kesehatan jiwa di fasilitas pelayanan kesehatan
"400.7.6.3 ",Etikolegal dan asesmen
"400.7.6.4 ",Pencegahan dan penanggulangan narkotika dan sejenisnya
"400.7.6.5 ",Etikolegal dan asesmen
"400.7.6.6 ",Kesehatan jiwa kelompok beresiko
"400.7.7 ","Surveilans, Imunisasi, Karantina dan Kesehatan Matra"
400.7.7.1," Surveilans dan respon kejadian luar biasa"
"400.7.7.2 ",Imunisasi
"400.7.7.3 ",Karantina kesehatan dan kesehatan di pelabuhan
"400.7.7.4 ",Kesehatan matra
400.7.8," Pengendalian penyakit menular langsung"
"400.7.8.1 ",Pengendalian tuberkolosis
400.7.8.2," Pengendalian AIDS dan penyakit menular seksual"
400.7.8.3," Pengendalian infeksi saluran pernafasan akut"
"400.7.8.4 ",Pengendalian diare dan infeksi saluran pencernaan
400.7.8.5," Pengendalian kusta dan frambusia"
400.7.9," Pengendalian penyakit bersumber binatang"
"400.7.9.1 ",Pengendalian malaria
"400.7.9.2 ",Pengendalian arbovirosis
"400.7.9.3 ",Pengendalian zoonosis
"400.7.9.4 ",Pengendalian filariasis dan kecacingan
